image,true_label,pred_label,num_digits,exact_match,edit_distance,cer,latency,parse_error
sample_0385.png,0,0.0,1,True,0,0.0,16.211043119430542,False
sample_0432.png,80,30.0,2,False,1,0.5,6.501211404800415,False
sample_0556.png,0,0.0,1,True,0,0.0,3.9492132663726807,False
sample_0582.png,7,7.0,1,True,0,0.0,4.299824237823486,False
sample_1096.png,0,0.0,1,True,0,0.0,1.0675830841064453,False
sample_1291.png,24,24.0,2,True,0,0.0,11.155786037445068,False
sample_1312.png,4,4.0,1,True,0,0.0,1.053706407546997,False
sample_1803.png,0,0.0,1,True,0,0.0,9.85953164100647,False
sample_1831.png,0,0.0,1,True,0,0.0,9.56137228012085,False
sample_1949.png,146,146.0,3,True,0,0.0,1.1689097881317139,False
sample_2202.png,13,,2,False,2,1.0,23.61779499053955,True
sample_2421.png,0,0.0,1,True,0,0.0,9.241034030914307,False
sample_2584.png,0,0.0,1,True,0,0.0,3.6201729774475098,False
sample_2676.png,110,110.0,3,True,0,0.0,1.4451236724853516,False
sample_2766.png,246,,3,False,3,1.0,23.27501344680786,True
sample_2907.png,108,,3,False,3,1.0,22.69221806526184,True
sample_3351.png,0,,1,False,1,1.0,23.019258499145508,True
sample_3972.png,2,2.0,1,True,0,0.0,1.912055253982544,False
sample_4014.png,0,0.0,1,True,0,0.0,7.501664400100708,False
sample_4090.png,31,21.0,2,False,1,0.5,1.5258712768554688,False
sample_4288.png,48,56.0,2,False,2,1.0,2.2696242332458496,False
sample_4368.png,9,9.0,1,True,0,0.0,18.578035593032837,False
sample_4570.png,20,20.0,2,True,0,0.0,0.7606182098388672,False
sample_4677.png,62,62.0,2,True,0,0.0,1.4177241325378418,False
sample_4804.png,257,257.0,3,True,0,0.0,1.3730401992797852,False
sample_4854.png,3,3.0,1,True,0,0.0,1.908334493637085,False
sample_5148.png,14,19.0,2,False,1,0.5,0.8339738845825195,False
sample_5238.png,11,11.0,2,True,0,0.0,1.0458528995513916,False
sample_5577.png,2,2.0,1,True,0,0.0,1.3505995273590088,False
sample_5771.png,7,7.0,1,True,0,0.0,0.9109809398651123,False
sample_5940.png,7,4.0,1,False,1,1.0,0.9842865467071533,False
sample_6091.png,44,44.0,2,True,0,0.0,0.984703540802002,False
sample_6217.png,2,2.0,1,True,0,0.0,1.6738824844360352,False
sample_6551.png,38,38.0,2,True,0,0.0,5.518486499786377,False
sample_6590.png,130,130.0,3,True,0,0.0,1.2842752933502197,False
sample_6636.png,117,117.0,3,True,0,0.0,1.1256117820739746,False
sample_6739.png,242,242.0,3,True,0,0.0,1.3157081604003906,False
sample_6761.png,14,14.0,2,True,0,0.0,1.0342559814453125,False
sample_7062.png,3,3.0,1,True,0,0.0,1.0283782482147217,False
sample_7106.png,5,5.0,1,True,0,0.0,1.5166985988616943,False
sample_7381.png,15,15.0,2,True,0,0.0,1.7106294631958008,False
sample_7474.png,3,3.0,1,True,0,0.0,1.454841136932373,False
sample_8239.png,8,3.0,1,False,1,1.0,5.298164367675781,False
sample_8646.png,0,0.0,1,True,0,0.0,8.708813905715942,False
sample_8916.png,3,3.0,1,True,0,0.0,1.432462453842163,False
sample_8947.png,9,9.0,1,True,0,0.0,5.456279754638672,False
sample_9052.png,115,115.0,3,True,0,0.0,9.997921705245972,False
sample_9057.png,12,12.0,2,True,0,0.0,0.977095365524292,False
sample_9315.png,153,153.0,3,True,0,0.0,0.8294334411621094,False
sample_9849.png,19,19.0,2,True,0,0.0,13.742708444595337,False
